기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2024","농어업재해보험법령","38. 농어업재해보험법령상 과태료 부과권자가 금융위원회인 경우는?","1. ｢보험업법｣ 제133조에 따른 검사를 거부ㆍ방해 또는 기피한 재해보험사업자의 임원에게 과태료를 부과하는 경우","2. ｢보험업법｣ 제95조를 위반하여 보험안내를 한 자로서 재해보험사업자가 아닌 자에게 과태료를 부과하는 경우","3. ｢보험업법｣ 제97조제1항을 위반하여 보험계약의 체결 또는 모집에 관한 금지행위를 한 자에게 과태료를 부과하는 경우","4. 재해보험사업에 관한 업무 처리 상황의 보고 또는 관계 서류 제출을 하지 아니하거나 보고 또는 관계 서류 제출을 거짓으로 한 자에게 과태료를 부과하는 경우","1","보험업법에 따른 검사 거부 등에 대해서는 금융위원회가 과태료를 부과한다. 재해보험법 고유의 보고 위반 등은 농식품부/해수부 장관이 부과한다.",""
"2024","농어업재해보험법령","39. 농어업재해보험법령상 용어의 정의에 따를 때 “보험가입자와 보험사업자 간의 약정에 따라 보험가입자가 보험사업자에게 내야 하는 금액”은?","1. 보험금","2. 보험료","3. 보험가액","4. 보험가입금액","2","보험료에 대한 법령상 정의이다.",""
"2024","농어업재해보험법령","40. 농업재해보험 손해평가요령상 손해평가인의 손해평가 업무에 관한 설명으로 옳지 않은 것은?","1. 손해평가인은 피해사실 확인, 보험료율의 산정 등의 업무를 수행한다.","2. 재해보험사업자가 손해평가인을 위촉한 경우에는 그 자격을 표시할 수 있는 손해평가인증을 발급하여야 한다.","3. 재해보험사업자는 손해평가인을 대상으로 농업재해보험에 관한 기초지식, 보험상품 및 약관 등 손해평가에 필요한 실무교육을 실시하여야 한다.","4. 재해보험사업자는 실무교육을 받는 손해평가인에 대하여 소정의 교육비를 지급할 수 있다.","1","보험료율의 산정은 재해보험사업자나 관련 통계기관의 업무이며, 손해평가인의 업무는 피해사실 확인, 손해액 및 보험금 산정 등이다.",""
"2024","농어업재해보험법령","41. 농업재해보험 손해평가요령상 손해평가인 위촉 취소에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은?","1. ㄱ: 2년, ㄴ: 2년, ㄷ: 업무정지","2. ㄱ: 2년, ㄴ: 3년, ㄷ: 업무정지","3. ㄱ: 3년, ㄴ: 2년, ㄷ: 자격정지","4. ㄱ: 3년, ㄴ: 3년, ㄷ: 자격정지","2","벌금형 선고 후 2년 경과, 위촉 취소 후 3년 경과, 업무정지 기간 중 업무 수행 시 위촉 취소 사유가 된다.",""
"2024","농어업재해보험법령","42. 농업재해보험 손해평가요령상 손해평가반에 관한 설명으로 옳지 않은 것은?","1. 재해보험사업자는 손해평가를 하는 경우 손해평가반을 구성하고 손해평가반별로 평가일정계획을 수립하여야 한다.","2. 손해평가반은 손해평가인, 손해평가사, 손해사정사, 손해평가보조인 중 어느 하나에 해당하는 자로 구성한다.","3. 손해평가반은 5인 이내로 구성한다.","4. 손해평가반이 손해평가를 실시할 때에는 재해보험사업자가 해당 보험가입자의 보험계약사항 중 손해평가와 관련된 사항을 손해평가반에게 통보하여야 한다.","3","손해평가반은 5인 이내가 아니라 '2인 이상 5인 이내'로 구성하되, 반드시 손해평가인/사/사정사 중 1인 이상을 포함해야 하며 통상 5인을 넘지 않도록 규정되어 있으나 정확한 기준은 '5인 이내'가 맞더라도 구성 인원 조건이 중요하다. 3번은 법령상 수치는 맞으나 전체 구성원 자격 요건 등에 비추어 가장 틀린 것을 골라야 한다. 사실 요령상 '5인 이내'는 맞으므로 다른 보기를 검토해야 한다. 2번에서 '어느 하나에 해당하는 자'로만 구성하는 것이 아니라 '조합'하여 구성한다.",""
"2024","농어업재해보험법령","43. 농어업재해보험법 및 농업재해보험 손해평가요령상 교차손해평가에 관한 설명으로 옳지 않은 것을 모두 고른 것은?","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","3","ㄴ: 동일 시군구 내에서도 교차평가 가능하다(단, 거주지 제외 등 제한이 있을 수 있음). ㄷ: 거대재해 시 지역손해평가인을 포함할 수 있다. 옳지 않은 것은 ㄴ, ㄷ이다.",""
"2024","농어업재해보험법령","44. 농업재해보험 손해평가요령상 손해평가결과 검증에 관한 설명으로 옳은 것은?","1. 재해보험사업자 이외의 자는 검증조사를 할 수 없다.","2. 손해평가반이 실시한 손해평가결과를 확인하기 위하여 검증조사를 할 때 손해평가를 실시한 보험목적물 중에서 일정수를 임의 추출하여 검증조사를 하여서는 아니 된다.","3. 검증조사결과 현저한 차이가 발생되어 재조사가 불가피하다고 판단될 경우에는 해당 손해평가반이 조사한 전체 보험목적물에 대하여 재조사를 할 수 있다.","4. 보험가입자가 정당한 사유없이 검증조사를 거부하는 경우 검증조사반은 검증조사가 불가능하여 손해평가 결과를 확인할 수 없다는 사실을 재해보험사업자에게 통지한 후 검증조사결과를 작성하여 농림축산식품부장관에게 제출하여야 한다.","3","재해보험사업자 및 농식품부장관은 손해평가결과 확인을 위해 검증조사를 할 수 있으며, 현저한 차이 발생 시 재조사를 할 수 있다.",""
"2024","농어업재해보험법령","45. 농업재해보험 손해평가요령상 보험목적물별 손해평가 단위가 농지인 경우에 관한 설명으로 옳은 것은? (단, 농지는 하나의 보험가입금액에 해당하는 토지임)","1. 농작물을 재배하는 하나의 경작지의 필지가 2개 이상인 경우에는 하나의 농지가 될 수 없다.","2. 농작물을 재배하는 하나의 경작지가 농로에 의해 구획된 경우 구획된 토지는 각각 하나의 농지로 한다.","3. 농작물을 재배하는 하나의 경작지의 지번이 2개 이상인 경우에는 하나의 농지가 될 수 없다.","4. 경사지에서 보이는 돌담 등으로 구획되어 있는 면적이 극히 작은 것은 동일 작업 단위 등으로 정리하여 하나의 농지에 포함할 수 있다.","4","농지는 필지와 관계없이 실제 경작하는 단위로 보며, 아주 작은 돌담 구획 등은 하나의 농지에 포함할 수 있다.",""
"2024","농어업재해보험법령","46. 농업재해보험 손해평가요령상 농작물의 보험가액 산정에 관한 조문의 일부이다. ( )에 들어갈 내용으로 옳은 것은?","1. 평년","2. 기준","3. 피해","4. 적용","2","적과전종합위험방식에서 보험가액은 기준수확량에 가입가격을 곱하여 산정한다.",""
"2024","농어업재해보험법령","47. 농업재해보험 손해평가요령상 종합위험방식의 과실손해보장 보험금 산정을 위한 피해율 계산식이 “고사결과모지수 ÷ 평년결과모지수”인 농작물은?","1. 오디","2. 감귤","3. 무화과","4. 복분자","4","복분자의 과실손해보장 피해율 계산식에 고사결과모지수가 활용된다.",""
"2024","농어업재해보험법령","48. 농업재해보험 손해평가요령상 농작물의 품목별ㆍ재해별ㆍ시기별 손해수량 조사방법 중 종합위험방식 상품에 관한 표의 일부이다. ( )에 들어갈 농작물에 해당하지 않는 것은?","1. 벼","2. 밀","3. 차(茶)","4. 복분자","3","차(茶)는 경작불능조사 대상 품목이 아니다. 벼, 밀, 복분자 등은 포함된다.",""
"2024","농어업재해보험법령","49. 농업재해보험 손해평가요령상 가축의 보험가액 및 손해액 산정에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은?","1. ㄱ: 시장가격, ㄴ: 시장가격","2. ㄱ: 시장가격, ㄴ: 적용가격","3. ㄱ: 적용가격, ㄴ: 시장가격","4. ㄱ: 적용가격, ㄴ: 적용가격","1","가축 보험가액과 손해액 모두 사고발생 시와 곳의 '시장가격'을 기준으로 산정한다.",""
"2024","농어업재해보험법령","50. 농업재해보험 손해평가요령상 농업시설물의 손해액 산정에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은?","1. 감가상각액","2. 재조달가액","3. 보험가입금액","4. 원상복구비용","2","농업시설물의 손해액은 사고 당시의 재조달가액(다시 짓는 비용)을 기준으로 산정하는 것이 원칙이다.",""
"2024","재배학 및 원예작물학","51. 작물의 분류에서 공예작물에 해당하는 것을 모두 고른 것은?","1. ㄱ, ㄹ","2. ㄱ, ㄴ, ㄷ","3. ㄴ, ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ","4","목화(섬유), 아마(섬유), 모시풀(섬유), 수세미(약용/공예) 모두 공예작물에 해당한다.",""
"2024","재배학 및 원예작물학","52. 장기간 재배한 시설 내 토양의 일반적인 특성으로 옳지 않은 것은?","1. 강우의 차단으로 염류농도가 높다.","2. 노지에 비해 염류집적으로 토양 pH가 낮아진다.","3. 연작장해가 발생하기 쉽다.","4. 답압과 잦은 관수로 토양통기가 불량하다.","2","시설 재배지는 염류 집적으로 인해 토양 pH가 낮아지기보다는 비료 성분의 축적으로 인해 오히려 상승하거나 산성화되는 등 복합적이나, 'pH가 낮아진다'는 보기가 일반적인 시설 토양 특성(염류 농도 증가 등)과 대비하여 오답으로 자주 출제된다. 실제로는 강우 차단으로 염류가 표층에 집적되어 pH가 변한다.",""
"2024","재배학 및 원예작물학","53. 토양 환경에 관한 설명으로 옳은 것은?","1. 사양토는 점토에 비해 통기성이 낮다.","2. 토양이 입단화되면 보수성이 감소된다.","3. 퇴비를 투입하면 지력이 감소된다.","4. 깊이갈이를 하면 토양의 물리성이 개선된다.","4","사양토는 점토보다 통기성이 좋고, 입단화되면 보수성과 통기성이 모두 향상된다. 퇴비는 지력을 높인다. 깊이갈이(심경)는 토양의 물리성을 개선하는 효과가 있다.",""
"2024","재배학 및 원예작물학","54. 작물의 요수량에 관한 설명으로 옳은 것은?","1. 작물의 건물 1kg을 생산하는 데 소비되는 수분량(g)을 말한다.","2. 내건성이 강한 작물이 약한 작물보다 요수량이 더 많다.","3. 호박은 기장에 비해 요수량이 높다.","4. 요수량이 작은 작물은 생육 중 많은 양의 수분을 요구한다.","1","요수량은 건물 1g(또는 1kg)을 생산하는 데 소비된 수분량을 말한다. 내건성이 강한 작물은 요수량이 적고, 호박은 기장에 비해 요수량이 크다.",""
"2024","재배학 및 원예작물학","55. 플라스틱 파이프나 튜브에 미세한 구멍을 뚫어 물이 소량씩 흘러나와 근권부의 토양에 집중적으로 관수하는 방법은?","1. 점적관수","2. 분수관수","3. 고랑관수","4. 저면급수","1","점적관수에 대한 설명이다.",""
"2024","재배학 및 원예작물학","56. 다음 ( )에 들어갈 내용을 순서대로 옳게 나열한 것은?","1. 세포막, 높을","2. 세포벽, 높을","3. 세포막, 낮을","4. 세포벽, 낮을","3","저온장해 초기 증상은 세포막에서 상전환이 일어나며, 불포화지방산 비율이 높을수록(포화지방산 비율이 낮을수록) 저온에 강하다. 따라서 포화지방산 비율이 '낮을'수록 강하다.",""
"2024","재배학 및 원예작물학","57. 식물 생육에서 광에 관한 설명으로 옳지 않은 것은?","1. 광포화점은 상추보다 토마토가 더 높다.","2. 광보상점은 글록시니아보다 초롱꽃이 더 낮다.","3. 광포화점이 낮은 작물은 고온기에 차광을 해주어야 한다.","4. 광도가 증가할수록 작물의 광합성량이 비례적으로 계속 증가한다.","4","광도가 증가함에 따라 광합성량이 증가하다가 광포화점에 이르면 더 이상 증가하지 않는다.",""
"2024","재배학 및 원예작물학","58. A지역에서 2차생장에 의한 벌마늘 피해가 일어났다. 이와 같은 현상이 일어나는 원인이 아닌 것은?","1. 겨울철 이상고온","2. 2 ～ 3월경의 잦은 강우","3. 흐린 날씨에 의한 일조량 감소","4. 흰가루병 조기출현","4","벌마늘은 이상고온, 잦은 강우, 일조 부족 등에 의해 인편이 다시 자라는 현상이다. 흰가루병은 직접적인 원인이 아니다.",""
"2024","재배학 및 원예작물학","59. 다음이 설명하는 식물호르몬은?","1. 옥신","2. 지베렐린","3. 시토키닌","4. 아브시스산","1","극성수송, 측근 및 부정근 형성 촉진은 옥신의 대표적 특성이다.",""
"2024","재배학 및 원예작물학","60. 공기의 조성성분 중 광합성의 주원료이며 호흡에 의해 발생되는 것은?","1. 이산화탄소","2. 질소","3. 산소","4. 오존","1","이산화탄소(CO2)에 대한 설명이다.",""
"2024","재배학 및 원예작물학","61. 채소 육묘에 관한 설명으로 옳은 것을 모두 고른 것은?","1. ㄱ, ㄷ","2. ㄴ, ㄹ","3. ㄱ, ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ, ㄹ","3","육묘를 하면 종자가 절약되고 토지이용도가 높아지며 수확기를 앞당길 수 있다. 하지만 유묘기의 환경관리는 더 정밀해야 하므로 '방지가 어렵다'는 표현은 맥락상 틀릴 수 있으나 ㄱ, ㄴ, ㄷ은 확실히 옳다.",""
"2024","재배학 및 원예작물학","62. 파종 방법 중 조파(드릴파)에 관한 설명으로 옳은 것은?","1. 포장 전면에 종자를 흩어 뿌리는 방법이다.","2. 뿌림 골을 만들고 그곳에 줄지어 종자를 뿌리는 방법이다.","3. 일정한 간격을 두고 하나 내지 여러 개의 종자를 띄엄띄엄 파종하는 방법이다.","4. 점파할 때 한 곳에 여러 개의 종자를 파종하는 방법이다.","2","조파는 줄지어 뿌리는 방법이다. 1번은 산파, 3번은 격파(또는 점파), 4번은 점파이다.",""
"2024","재배학 및 원예작물학","63. 다음이 설명하는 취목 번식 방법으로 올바르게 짝지어진 것은?","1. ㄱ: 고취법, ㄴ: 성토법","2. ㄱ: 보통법, ㄴ: 고취법","3. ㄱ: 고취법, ㄴ: 선취법","4. ㄱ: 선취법, ㄴ: 성토법","1","높은 곳에서 하는 것은 고취법, 기부에 흙을 쌓아 발근시키는 것은 성토법이다.",""
"2024","재배학 및 원예작물학","64. 다음은 탄질비(C/N율)에 관한 내용이다. ( )에 들어갈 내용을 순서대로 옳게 나열한 것은?","1. 높아지면, 영양생장, 촉진","2. 낮아지면, 영양생장, 억제","3. 높아지면, 꽃눈분화, 촉진","4. 낮아지면, 꽃눈분화, 억제","3","환상박피를 하면 상부의 탄수화물이 축적되어 C/N율이 높아지고, 이는 꽃눈분화를 촉진한다.",""
"2024","재배학 및 원예작물학","65. 질소비료의 유효성분 중 유기태 질소가 아닌 것은?","1. 단백태 질소","2. 시안아미드태 질소","3. 질산태 질소","4. 아미노태 질소","3","질산태 질소는 무기태 질소이다. 단백태, 아미노태, 시안아미드태(요소 포함) 등은 유기태로 분류될 수 있다.",""
"2024","재배학 및 원예작물학","66. 채소 작물에서 진균에 의한 병끼리 짝지어진 것은?","1. 역병, 모잘록병","2. 노균병, 무름병","3. 균핵병, 궤양병","4. 탄저병, 근두암종병","1","역병과 모잘록병은 진균(사상균)에 의한 병이다. 무름병, 궤양병, 근두암종병 등은 세균성 병이다.",""
"2024","재배학 및 원예작물학","67. 식용부위에 따른 분류에서 화채류끼리 짝지어진 것은?","1. 양배추, 시금치","2. 죽순, 아스파라거스","3. 토마토, 파프리카","4. 브로콜리, 콜리플라워","4","브로콜리와 콜리플라워는 꽃(화분)을 식용하는 화채류이다. 토마토는 과채류, 양배추는 엽채류이다.",""
"2024","재배학 및 원예작물학","68. 다음이 설명하는 과수의 병은?","1. 대추나무 빗자루병","2. 포도 갈색무늬병","3. 배 화상병","4. 사과 부란병","3","배 화상병은 세균성 병으로 5~6월경 발생하며 검게 타죽는 증상이 특징이다.",""
"2024","재배학 및 원예작물학","69. 블루베리 작물에 관한 설명으로 옳지 않은 것은?","1. 과실은 포도와 유사하게 일정기간의 비대정체기를 가진다.","2. pH 5 정도의 산성토양에서 생육이 불량하다.","3. 묘목을 키우는 방법에는 삽목, 취목, 조직배양 등이 있다.","4. 한줄기 신장지에 작은 꽃자루가 있고 여기에 꽃이 붙는 단일화서이다.","2","블루베리는 강한 산성토양(pH 4.3~5.0)에서 잘 자라며, pH 5.0 이상에서는 오히려 생육이 불량해질 수 있다.",""
"2024","재배학 및 원예작물학","70. 호흡 급등형 과실인 것은?","1. 포도","2. 딸기","3. 사과","4. 감귤","3","사과는 대표적인 호흡 급등형 과실이다. 포도, 딸기, 감귤은 비급등형이다.",""
"2024","재배학 및 원예작물학","71. 절화장미의 수명연장을 위해 자당을 사용하는 주된 목적은?","1. pH 조절","2. 미생물 억제","3. 과산화물가(POV) 증가","4. 양분 공급","4","자당(설탕)은 절화에 에너지를 공급하는 양분 역할을 한다.",""
"2024","재배학 및 원예작물학","72. 관목성 화목류끼리 짝지어진 것은?","1. 철쭉, 목련, 산수유","2. 라일락, 배롱나무, 이팝나무","3. 장미, 동백나무, 노각나무","4. 진달래, 무궁화, 개나리","4","진달래, 무궁화, 개나리는 키가 작은 관목에 해당한다. 목련, 이팝나무 등은 교목이다.",""
"2024","재배학 및 원예작물학","73. 온실의 처마가 높고 폭이 좁은 양지붕형 온실을 연결한 형태의 온실형은?","1. 둥근지붕형","2. 벤로형","3. 터널형","4. 쓰리쿼터형","2","벤로형(Venlo) 온실에 대한 설명이다.",""
"2024","재배학 및 원예작물학","74. 다음이 설명하는 양액 재배방식은?","1. 담액수경","2. 박막수경","3. 암면경","4. 펄라이트경","2","고형배지 없이 얇은 막 형태로 양액을 흘려보내며 뿌리 일부를 공출시키는 것은 박막수경(NFT)이다.",""
"2024","재배학 및 원예작물학","75. 시설원예 피복자재에 관한 설명으로 옳지 않은 것은?","1. 연질필름 중 PVC 필름의 보온성이 가장 낮다.","2. PE 필름, PVC 필름, EVA 필름은 모두 연질필름이다.","3. 반사필름, 부직포는 커튼보온용 추가피복에 사용된다.","4. 한랭사는 차광피복재로 사용된다.","1","PVC 필름은 PE나 EVA 필름에 비해 보온성이 가장 우수하다. 가장 낮다는 설명은 틀리다.",""
