기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2022","농어업재해보험법령","36. 농어업재해보험법령상 농어업재해재보험기금(이하 “기금”이라 한다)에 관한 설명으로 옳은 것은?","1. 농림축산식품부장관은 행정안전부장관과 협의를 거쳐 기금의 관리ㆍ운용에 관한 사무의 일부를 농업정책보험금융원에 위탁할 수 있다.","2. 농림축산식품부장관은 기금의 수입과 지출을 명확히 하기 위하여 농업정책보험금융원에 기금계정을 설치하여야 한다.","3. 기금의 관리ㆍ운용에 필요한 경비의 지출은 기금의 용도에 해당한다.","4. 기금은 농림축산식품부장관이 환경부장관과 협의하여 관리ㆍ운용한다.","3","기금의 관리·운용에 필요한 경비는 기금의 용도에 포함됩니다.",""
"2022","농어업재해보험법령","37. 농어업재해보험법상 보험사업의 관리에 관한 설명으로 옳지 않은 것은?","1. 농림축산식품부장관 또는 해양수산부장관은 재해보험사업을 효율적으로 추진하기 위하여 손해평가인력의 육성 업무를 수행한다.","2. 농림축산식품부장관은 손해평가사의 업무 정지 처분을 하는 경우 청문을 하지 않아도 된다.","3. 농림축산식품부장관은 손해평가사 자격시험의 실시 및 관리에 관한 업무를 ｢한국산업인력공단법｣에 따른 한국산업인력공단에 위탁할 수 있다.","4. 정부는 농어업인의 재해대비의식을 고양하고 재해보험의 가입을 촉진하기 위하여 교육ㆍ홍보 및 보험가입자에 대한 정책자금 지원, 신용보증 지원 등을 할 수 있다.","2","손해평가사의 자격 취소 또는 업무 정지 처분을 하려는 경우에는 청문을 실시하여야 합니다.",""
"2022","농어업재해보험법령","38. 농어업재해보험법상 손해평가사의 자격을 취득하지 아니하고 그 명의를 사용하거나 자격증을 대여받은 자에게 부과될 수 있는 벌칙은?","1. 과태료 5백만원","2. 벌금 2천만원","3. 징역 6월","4. 징역 2년","4","손해평가사 자격증의 대여 또는 대여받은 자, 알선한 자는 2년 이하의 징역 또는 2천만원 이하의 벌금에 처합니다.",""
"2022","농어업재해보험법령","39. 농업재해보험 손해평가요령상 용어의 정의에 관한 내용의 일부이다. ( )에 들어갈 내용은? “( )”(이라) 함은 ｢농어업재해보험법｣ 제11조제1항과 ｢농어업재해보험법 시행령｣ 제12조제1항에서 정한 자 중에서 재해보험사업자가 위촉하여 손해평가업무를 담당하는 자를 말한다.","1. 손해평가인","2. 손해평가사","3. 손해사정사","4. 손해평가보조인","1","제시된 정의는 '손해평가인'에 대한 설명입니다.",""
"2022","농어업재해보험법령","40. 농업재해보험 손해평가요령상 손해평가인의 업무로 명시되지 않은 것은?","1. 보험가액 평가","2. 보험료율 산정","3. 피해사실 확인","4. 손해액 평가","2","손해평가인은 보험가액 및 손해액 평가, 피해사실 확인 등의 업무를 수행하며, 보험료율 산정은 보험요율 산출기관 등의 업무입니다.",""
"2022","농어업재해보험법령","41. 농업재해보험 손해평가요령상 손해평가인의 위촉과 교육에 관한 설명으로 옳은 것은?","1. 손해평가인 정기교육의 세부내용 중 농업재해보험 상품 주요내용은 농업재해보험에 관한 기초지식에 해당한다.","2. 손해평가인 정기교육의 세부내용에 피해유형별 현지조사표 작성 실습은 포함되지 않는다.","3. 재해보험사업자 및 ｢농어업재해보험법｣ 제14조에 따라 손해평가 업무를 위탁받은 자는 손해평가 업무를 원활히 수행하기 위하여 손해평가보조인을 운용할 수 있다.","4. 실무교육에 참여하는 손해평가인은 재해보험사업자에게 교육비를 납부하여야 한다.","1","손해평가인 정기교육의 세부내용에는 농업재해보험 상품 주요내용 등이 포함됩니다.",""
"2022","농어업재해보험법령","42. 농업재해보험 손해평가요령상 손해평가인 위촉의 취소에 관한 설명이다. ( )에 들어갈 내용은? 재해보험사업자는 손해평가인이 ｢농어업재해보험법｣ 제30조에 의하여 벌금 이상의 형을 선고받고 그 집행이 종료(집행이 종료된 것으로 보는 경우를 포함한다)되거나 집행이 면제된 날로부터 ( ㄱ )년이 경과되지 아니한 자, 또는 ( ㄴ ) 기간 중에 손해평가업무를 수행한 자인 경우 그 위촉을 취소하여야 한다.","1. ㄱ: 1, ㄴ: 자격정지","2. ㄱ: 2, ㄴ: 업무정지","3. ㄱ: 1, ㄴ: 업무정지","4. ㄱ: 3, ㄴ: 자격정지","3","관련 규정에 따라 '1년'이 경과되지 않은 자 또는 '업무정지' 기간 중 업무 수행 시 위촉을 취소합니다.",""
"2022","농어업재해보험법령","43. 농업재해보험 손해평가요령상 손해평가반 구성에 관한 설명으로 옳은 것은?","1. 자기가 실시한 손해평가에 대한 검증조사 및 재조사에 해당하는 손해평가의 경우 해당자를 손해평가반 구성에서 배제하여야 한다.","2. 자기가 가입하였어도 자기가 모집하지 않은 보험계약에 관한 손해평가의 경우 해당자는 손해평가반 구성에 참여할 수 있다.","3. 손해평가인은 손해평가를 하는 경우에는 손해평가반을 구성하고 손해평가반별로 평가일정계획을 수립하여야 한다.","4. 손해평가반은 손해평가인을 3인 이상 포함하여 7인 이내로 구성한다.","1","손해평가요령 제6조에 따라 자기가 실시한 조사에 대한 검증조사 및 재조사 시에는 해당자를 제외해야 합니다.",""
"2022","농어업재해보험법령","44. 농업재해보험 손해평가요령상 손해평가준비 및 평가결과 제출에 관한 설명으로 옳은 것은?","1. 손해평가반은 재해보험사업자가 실시한 손해평가결과를 기록할 수 있도록 현지조사서를 마련하여야 한다.","2. 손해평가반은 손해평가를 실시하기 전에 현지조사서를 재해보험사업자에게 배부하고 손해평가에 임하여야 한다.","3. 손해평가반은 보험가입자가 7일 이내에 손해평가가 잘못되었음을 증빙하는 서류 등을 제출하는 경우 다른 손해평가반으로 하여금 재조사를 실시하게 할 수 있다.","4. 손해평가반은 보험가입자가 정당한 사유없이 손해평가를 거부하여 손해평가를 실시하지 못한 경우에는 그 피해를 인정할 수 없는 것으로 평가한다는 사실을 보험가입자에게 통지한 후 현지조사서를 재해보험사업자에게 제출하여야 한다.","1","손해평가반은 손해평가결과를 기록할 수 있도록 현지조사서를 마련하여 조사를 실시합니다.",""
"2022","농어업재해보험법령","45. 농업재해보험 손해평가요령상 손해평가결과 검증에 관한 설명으로 옳은 것은?","1. 재해보험사업자 및 재해보험사업의 재보험사업자는 손해평가반이 실시한 손해평가결과를 확인하기 위하여 손해평가를 실시한 보험목적물 중에서 일정수를 임의 추출하여 검증조사를 할 수 있다.","2. 손해평가반은 농림축산식품부장관으로 하여금 검증조사를 하게 할 수 있다.","3. 손해평가결과와 임의 추출조사의 결과에 차이가 발생하면 해당 손해평가반이 조사한 전체 보험목적물에 대하여 재조사를 하여야 한다.","4. 보험가입자가 검증조사를 거부하는 경우 검증조사반은 손해평가 검증을 강제할 수 있다는 사실을 보험가입자에게 통지하여야 한다.","1","재해보험사업자 및 재보험사업자는 손해평가반이 실시한 손해평가결과를 확인하기 위해 일정수를 임의 추출하여 검증조사를 할 수 있습니다.",""
"2022","농어업재해보험법령","46. 농업재해보험 손해평가요령상 특정위험방식 중 “인삼”의 경우, 다음의 조건으로 산정한 보험금은? ○ 보험가입금액: 1,000만원 ○ 보험가액: 1,000만원 ○ 피해율: 50 % ○ 자기부담비율: 20 %","1. 200만원","2. 300만원","3. 500만원","4. 700만원","2","인삼 보험금 = 보험가입금액 × (피해율 - 자기부담비율) = 1,000만원 × (0.5 - 0.2) = 300만원입니다.",""
"2022","농어업재해보험법령","47. 농업재해보험 손해평가요령상 종합위험방식 ｢이앙ㆍ직파불능보장｣에서 “벼”의 경우, 보험가입금액이 1,000만원이고 보험가액이 1,500만원이라면 산정한 보험금은? (단, 다른 사정은 고려하지 않음)","1. 100만원","2. 150만원","3. 250만원","4. 375만원","1","벼 이앙·직파불능보험금은 보험가입금액의 10%를 지급합니다. 1,000만원 × 10% = 100만원입니다.",""
"2022","농어업재해보험법령","48. 농업재해보험 손해평가요령상 종합위험방식 상품의 조사내용 중 “착과수조사”에 해당되는 품목은?","1. 사과","2. 감귤","3. 자두","4. 단감","1","사과는 종합위험방식에서 착과수조사를 실시하는 대표적인 품목입니다.",""
"2022","농어업재해보험법령","49. 농업재해보험 손해평가요령상 농작물의 품목별ㆍ재해별ㆍ시기별 손해수량 조사방법 중 종합위험방식 상품에 관한 표의 일부이다. ( )에 들어갈 내용은? <생육시기: 수확 시작 후 ~ 수확 종료 / 재해: 태풍(강풍), 우박 / 조사내용: ( ㄱ ) / 조사시기: 사고접수 후 지체없이 / 조사방법: 전체 열매수 및 수확 가능 열매수 조사, 표본조사 / 비고: ( ㄴ )만 해당>","1. ㄱ: 과실손해조사, ㄴ: 복분자","2. ㄱ: 과실손해조사, ㄴ: 무화과","3. ㄱ: 수확량조사, ㄴ: 복분자","4. ㄱ: 수확량조사, ㄴ: 무화과","1","수확기 태풍/우박 시 '과실손해조사'를 실시하며, 이는 '복분자' 품목에 해당합니다.",""
"2022","농어업재해보험법령","50. 농업재해보험 손해평가요령상 농업시설물의 보험가액 및 손해액 산정에 관한 설명이다. ( )에 들어갈 내용은? ○ 농업시설물에 대한 보험가액은 보험사고가 발생한 때와 곳에서 평가한 피해목적물의 ( ㄱ )에서 내용연수에 따른 감가상각률을 적용하여 계산한 감가상각액을 ( ㄴ )하여 산정한다. ○ 농업시설물에 대한 손해액은 보험사고가 발생한 때와 곳에서 산정한 피해목적물의 ( ㄷ )을 말한다.","1. ㄱ: 시장가격, ㄴ: 곱, ㄷ: 시장가격","2. ㄱ: 시장가격, ㄴ: 차감, ㄷ: 원상복구비용","3. ㄱ: 재조달가액, ㄴ: 곱, ㄷ: 시장가격","4. ㄱ: 재조달가액, ㄴ: 차감, ㄷ: 원상복구비용","4","농업시설물 보험가액은 재조달가액에서 감가상각액을 '차감'하여 산정하며, 손해액은 '원상복구비용'을 기준으로 합니다.",""
"2022","농학개론(재배학 및 원예작물학)","51. 작물 분류학적으로 과명(family name)별 작물의 연결이 옳은 것은?","1. 백합과 - 수선화","2. 가지과 - 감자","3. 국화과 - 들깨","4. 장미과 - 블루베리","2","감자는 가지과에 속하는 작물입니다.",""
"2022","농학개론(재배학 및 원예작물학)","52. 토양침식이 우려될 때 재배법으로 옳지 않은 것은?","1. 점토함량이 높은 식토 경지에서 재배한다.","2. 토양의 입단화를 유지한다.","3. 경사지에서는 계단식 재배를 한다.","4. 녹비작물로 초생재배를 한다.","1","식토는 입자가 작아 침식의 위험이 있으므로, 점토함량이 높은 식토에서 재배하는 것은 침식 방지책으로 부적절합니다.",""
"2022","농학개론(재배학 및 원예작물학)","53. 토양의 생화학적 환경에 관한 내용이다. ( )에 들어갈 내용으로 옳은 것은? 높은 강우 또는 관수량의 토양에서는 용탈작용으로 토양의 ( ㄱ )가 촉진되고, 이 토양에서는 아연과 망간의 흡수율이 ( ㄴ )진다. 반면, 탄질비가 높은 유기물 토양에서는 미생물 밀도가 높아져 부숙 시 토양 질소함량이 ( ㄷ )하게 된다.","1. ㄱ: 산성화, ㄴ: 높아, ㄷ: 감소","2. ㄱ: 염기화, ㄴ: 낮아, ㄷ: 증가","3. ㄱ: 염기화, ㄴ: 높아, ㄷ: 감소","4. ㄱ: 산성화, ㄴ: 낮아, ㄷ: 증가","4","용탈이 많으면 '산성화'가 촉진되고, 산성 토양에서 아연/망간 흡수는 '낮아'집니다. 탄질비가 높으면 질소 기아 현상으로 질소 함량이 '감소(일시적)'하거나, 부숙에 따라 증가할 수 있으나 문맥상 미생물의 질소 고정 등을 고려합니다.",""
"2022","농학개론(재배학 및 원예작물학)","54. 토양수분 스트레스를 줄이기 위한 재배방법으로 옳지 않은 것은?","1. 요수량이 낮은 품종을 재배한다.","2. 칼륨결핍이 발생하지 않도록 재배한다.","3. 질소과용이 발생하지 않도록 한다.","4. 밭재배 시 재식밀도를 높여 준다.","4","밭재배 시 재식밀도를 높이면 수분 경쟁이 심해져 스트레스가 증가합니다.",""
"2022","농학개론(재배학 및 원예작물학)","55. 내건성 작물의 생육특성을 모두 고른 것은? ㄱ. 기공 크기의 증가 ㄴ. 지상부보다 근권부 발달 ㄷ. 낮은 호흡에 따른 저장물질의 소실 감소","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","3","내건성 작물은 수분 손실을 줄이기 위해 기공이 작거나 수가 적어야 하며, 뿌리(근권부) 발달이 좋고 호흡을 억제하여 소모를 줄입니다.",""
"2022","농학개론(재배학 및 원예작물학)","56. 다음 ( )에 들어갈 내용으로 옳은 것은? 저온에서 일정 기간 이상 경과하게 되면 식물체 내 화아분화가 유기되는 것을 ( ㄱ )라 말하며, 이 후 25∼30℃에 3∼4주 정도 노출시켜 이미 받은 저온감응을 다시 상쇄시키는 것을 ( ㄴ )라 한다.","1. ㄱ: 춘화, ㄴ: 일비","2. ㄱ: 이춘화, ㄴ: 춘화","3. ㄱ: 춘화, ㄴ: 이춘화","4. ㄱ: 이춘화, ㄴ: 일비","3","저온에 의한 화성 유도는 '춘화(Vernalization)', 이를 고온으로 상쇄하는 것은 '이춘화(Devernalization)'입니다.",""
"2022","농학개론(재배학 및 원예작물학)","57. A손해평가사가 어떤 농가에게 다음과 같은 조언을 하고 있다. 다음 ( )에 들어갈 내용으로 옳은 것은? ○ 농가: 저희 농가의 딸기가 최근 2℃ 이하에서 생육스트레스를 받았습니다. ○ A: 딸기의 ( ㄱ )를 잘 이해해야 합니다. 그리고 30℃를 넘지 않도록 관리해야 됩니다. ○ 농가: 그럼, 30℃는 딸기 생육의 ( ㄴ )라고 생각해도 되는군요.","1. ㄱ: 생육가능온도, ㄴ: 최적적산온도","2. ㄱ: 생육최적온도, ㄴ: 최적한계온도","3. ㄱ: 생육가능온도, ㄴ: 최고한계온도","4. ㄱ: 생육최적온도, ㄴ: 최고적산온도","3","2℃와 같은 생육 하한선을 '생육가능온도' 범위의 일부로 보며, 30℃와 같은 상한선은 '최고한계온도'입니다.",""
"2022","농학개론(재배학 및 원예작물학)","58. 광도가 증가함에 따라 작물의 광합성이 증가하는데 일정 수준 이상에 도달하게 되면 더 이상 증가하지 않는 지점은?","1. 광순화점","2. 광보상점","3. 광반응점","4. 광포화점","4","광도가 증가해도 광합성량이 더 이상 늘어나지 않는 한계점을 '광포화점'이라고 합니다.",""
"2022","농학개론(재배학 및 원예작물학)","59. 과수재배에 있어 생장조절물질에 관한 설명으로 옳지 않은 것은?","1. 지베렐린 - 포도의 숙기촉진과 과실비대에 이용","2. 루톤분제 - 대목용 삽목 번식 시 발근 촉진","3. 아브시스산 - 휴면 유도","4. 에틸렌 - 과실의 낙과 방지","4","에틸렌은 과실의 성숙을 촉진하고 낙과를 '유도'하는 호르몬입니다.",""
"2022","농학개론(재배학 및 원예작물학)","60. 도복 피해를 입은 작물에 대한 피해 경감대책으로 옳지 않은 것은?","1. 왜성품종 선택","2. 질소질 비료 시용","3. 맥류에서의 높은 복토","4. 밀식재배 지양","2","질소질 비료를 과다 시용하면 작물이 연약하게 도장하여 도복 피해가 더 심해집니다.",""
"2022","농학개론(재배학 및 원예작물학)","61. 정식기에 어린 묘를 외부환경에 미리 적응시켜 순화시키는 과정은?","1. 경화","2. 왜화","3. 이화","4. 동화","1","묘를 정식하기 전 낮은 온도나 건조 등에 적응시키는 과정을 '경화(Hardening)'라고 합니다.",""
"2022","농학개론(재배학 및 원예작물학)","62. 무성생식에 비해 종자번식이 갖는 상업적 장점이 아닌 것은?","1. 대량생산 용이","2. 결실연령 단축","3. 원거리이동 용이","4. 우량종 개발","2","종자번식은 무성생식(삽목 등)에 비해 꽃이 피고 열매를 맺는 '결실연령'이 대체로 늦습니다.",""
"2022","농학개론(재배학 및 원예작물학)","63. P손해평가사는 ‘가지’의 종자발아율이 낮아 고민하고 있는 육묘 농가를 방문하였다. 이 농가에서 잘못 적용한 영농법은?","1. 보수성이 좋은 상토를 사용하였다.","2. 통기성이 높은 상토를 사용하였다.","3. 광투과가 높도록 상토를 복토하였다.","4. pH가 교정된 육묘용 상토를 사용하였다.","3","가지는 광발아 종자가 아니므로(호암성인 경우가 많음) 광투과가 높도록 복토하는 것은 발아를 억제할 수 있습니다.",""
"2022","농학개론(재배학 및 원예작물학)","64. 토양 표면을 피복해 주는 멀칭의 효과가 아닌 것은?","1. 잡초 억제","2. 로제트 발생","3. 토양수분 조절","4. 지온 조절","2","멀칭은 지온 조절, 수분 유지, 잡초 억제 효과가 있으나 '로제트(Rosette)' 발생과는 직접적인 관련이 적거나 오히려 생육을 촉진합니다.",""
"2022","농학개론(재배학 및 원예작물학)","65. 경종적 방제차원의 병충해 방제가 아닌 것은?","1. 내병성 품종선택","2. 무병주 묘 이용","3. 콜히친 처리","4. 접목재배","3","콜히친 처리는 배수체 육종 등에 쓰이는 화학적 처리 방법이며, 경종적 방제(재배 관리적 방법)와는 거리가 멉니다.",""
"2022","농학개론(재배학 및 원예작물학)","66. 농가에서 널리 이용하는 엽삽에 유리한 작물이 아닌 것은?","1. 렉스베고니아","2. 글록시니아","3. 페페로미아","4. 메리골드","4","메리골드는 주로 종자 번식을 하며 엽삽(잎꽂이)은 베고니아, 글록시니아 등 다육성 잎을 가진 작물에 유리합니다.",""
"2022","농학개론(재배학 및 원예작물학)","67. 화훼작물에 있어 진균에 의한 병이 아닌 것은?","1. 잘록병","2. 역병","3. 잿빛곰팡이병","4. 무름병","4","무름병(Soft rot)은 주로 세균(Erwinia 등)에 의해 발생하는 병입니다.",""
"2022","농학개론(재배학 및 원예작물학)","68. ‘잎들깨’를 생산하는 농가에서 생산량 증대를 위해 야간 인공조명을 설치하였다. 이 야간 조명으로 인하여 옆 농가에서 피해가 있을 법한 작물은?","1. 장미","2. 칼랑코에","3. 페튜니아","4. 금잔화","2","칼랑코에는 단일식물로, 야간 조명(광중단)이 있으면 개화가 억제되는 피해를 입을 수 있습니다.",""
"2022","농학개론(재배학 및 원예작물학)","69. 오이의 암꽃 수를 증가시킬 수 있는 육묘 관리법은?","1. 지베렐린 처리","2. 질산은 처리","3. 저온 단일 조건","4. 고온 장일 조건","3","오이는 '저온 단일' 조건에서 암꽃 분화가 촉진됩니다.",""
"2022","농학개론(재배학 및 원예작물학)","70. 다음의 해충 방제법은? <친환경농산물을 생산하는 농가가 최근 엽채류에 해충이 발생하여 제충국에서 살충성분(‘피레트린’)을 추출 및 살포하여 진딧물 해충을 방제하였다.>","1. 화학적 방제법","2. 물리적 방제법","3. 페로몬 방제법","4. 생물적 방제법","1","제충국 추출물(피레트린)을 사용하는 것은 천연 유래 성분을 이용한 '화학적 방제'의 일종입니다. (광의로는 생물적 방제 범주에 넣기도 하나 주로 살충 성분을 이용하므로 화학적 방제로 분류)",""
"2022","농학개론(재배학 및 원예작물학)","71. 다음이 설명하는 과수의 병은? ○ 기공이나 상처 및 표피를 뚫고 작물 내 침입 ○ 일정 기간 또는 일생을 기생하면서 병 유발 ○ 시들음, 부패 등의 병징 발견","1. 포도 근두암종병","2. 사과 탄저병","3. 감귤 궤양병","4. 대추나무 빗자루병","2","사과 탄저병 등에 대한 일반적인 병원균의 침입 및 증상 설명입니다.",""
"2022","농학개론(재배학 및 원예작물학)","72. 과수의 결실에 관한 설명으로 옳지 않은 것은?","1. 타가수분을 위해 수분수는 20 % 내외로 혼식한다.","2. 탄질비(C/N ratio)가 높을수록 결실률이 높아진다.","3. 꽃가루관의 신장은 저온조건에서 빨라지므로 착과율이 높아진다.","4. 엽과비(leaf/fruit ratio)가 높을수록 과실의 크기가 커진다.","3","꽃가루관의 신장은 온도가 높을 때 더 빨라지며, 저온에서는 지연되어 수정률(착과율)이 떨어집니다.",""
"2022","농학개론(재배학 및 원예작물학)","73. 종자춘화형에 속하는 작물은?","1. 양파, 당근","2. 당근, 배추","3. 양파, 무","4. 배추, 무","4","배추와 무는 종자 상태에서 저온을 감응하여 꽃눈이 분화하는 '종자춘화형' 작물입니다.",""
"2022","농학개론(재배학 및 원예작물학)","74. A농가가 선택한 피복재는? <A농가는 재배시설의 피복재에 물방울이 맺혀 광투과율의 저하와 병해 발생이 증가하였다. 그래서 계면활성제가 처리된 필름을 선택하여 필름의 표면장력을 낮춤으로써 물방울의 맺힘 문제를 해결하였다.>","1. 광파장변환 필름","2. 폴리에틸렌 필름","3. 해충기피 필름","4. 무적 필름","4","물방울이 맺히지 않게 처리된 필름을 '무적(無滴, anti-dripping) 필름'이라고 합니다.",""
"2022","농학개론(재배학 및 원예작물학)","75. 다음이 설명하는 재배법은? ○ 양액재배 베드를 허리높이까지 설치 ○ 딸기 ‘설향’ 재배에 널리 활용 ○ 재배 농가의 노동환경 개선 및 청정재배사 관리","1. 고설 재배","2. 토경 재배","3. 고랭지 재배","4. NFT 재배","1","베드를 높게 설치하여 서서 작업할 수 있도록 한 방식을 '고설(高設) 재배'라고 합니다.",""
