기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2021","농어업재해보험법령","40. 농업재해보험 손해평가요령상 손해평가인 정기교육의 세부내용에 명시적으로 포함되어 있지 않은 것은?","1. 농어업재해보험법 제정 배경","2. 손해평가 관련 민원사례","3. 피해유형별 보상사례","4. 농업재해보험 상품 주요내용","2","정기교육 내용에는 법령, 상품, 피해유형별 보상사례 등이 포함되나 민원사례는 명시적 필수 포함 사항은 아니다.",""
"2021","농어업재해보험법령","41. 농업재해보험 손해평가요령상 재해보험사업자가 손해평가인에 대하여 위촉을 취소하여야 하는 경우는?","1. 피한정후견인이 된 때","2. 업무수행과 관련하여 개인정보보호법 등 정보보호와 관련된 법령을 위반한 때","3. 업무수행상 과실로 손해평가의 신뢰성을 약화시킨 경우","4. 현지조사서를 허위로 작성한 경우","1","피성년후견인 또는 피한정후견인이 된 경우 손해평가인 위촉을 취소하여야 한다.",""
"2021","농어업재해보험법령","42. 농업재해보험 손해평가요령상 손해평가사 甲을 손해평가반 구성에서 배제하여야 하는 경우를 모두 고른 것은?","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","1","ㄱ(이해관계자 가입 계약), ㄴ(이해관계자 모집 계약)은 배제 사유이나, ㄷ(검증조사 실시)은 배제 사유가 아니다.",""
"2021","농어업재해보험법령","43. 농업재해보험 손해평가요령상 손해평가에 관한 설명으로 옳지 않은 것은?","1. 손해평가반은 손해평가인, 손해평가사, 손해사정사 중 어느 하나에 해당하는 자를 1인 이상 포함하여 5인 이내로 구성한다.","2. 교차손해평가에 있어서 거대재해 발생 등으로 신속한 손해평가가 불가피하다고 판단되는 경우에도 손해평가반 구성에 지역손해평가인을 포함하여야 한다.","3. 재해보험사업자는 손해평가반이 실시한 손해평가결과를 기록할 수 있도록 현지조사서를 마련하여야 한다.","4. 손해평가반이 손해평가를 실시할 때에는 재해보험사업자가 해당 보험가입자의 보험 계약사항 중 손해평가와 관련된 사항을 손해평가반에게 통보하여야 한다.","2","교차손해평가 시 거대재해 발생 등 신속한 평가가 필요한 경우 지역 손해평가인 등을 제외하고 구성할 수 있다는 예외 규정이 있다.",""
"2021","농어업재해보험법령","44. 농업재해보험 손해평가요령상 손해평가결과 검증에 관한 설명으로 옳지 않은 것은?","1. 검증조사결과 현저한 차이가 발생된 경우 해당 손해평가반이 조사한 전체 보험목적물에 대하여 검증조사를 하여야 한다.","2. 보험가입자가 정당한 사유 없이 검증조사를 거부하는 경우 검증조사반은 검증조사가 불가능하여 손해평가 결과를 확인할 수 없다는 사실을 보험가입자에게 통지한 후 검증조사결과를 작성하여 재해보험사업자에게 제출하여야 한다.","3. 재해보험사업자 및 재해보험사업의 재보험사업자는 손해평가반이 실시한 손해평가 결과를 확인하기 위하여 손해평가를 실시한 보험목적물 중에서 일정수를 임의 추출하여 검증조사를 할 수 있다.","4. 농림축산식품부장관은 재해보험사업자로 하여금 검증조사를 하게 할 수 있다.","1","검증조사 결과 현저한 차이가 발생하면 '해당 조사반이 조사한 전체'가 아닌 '재조사'가 필요하다고 판단되는 범위에 대해 조사를 실시한다.",""
"2021","농어업재해보험법령","45. 농업재해보험 손해평가요령상 보험목적물별 손해평가 단위이다. ( )에 들어갈 내용은?","1. ㄱ: 농지별, ㄴ: 축사별, ㄷ: 보험가입 목적물별","2. ㄱ: 품종별, ㄴ: 축사별, ㄷ: 보험가입자별","3. ㄱ: 농지별, ㄴ: 개별가축별, ㄷ: 보험가입 목적물별","4. ㄱ: 품종별, ㄴ: 개별가축별, ㄷ: 보험가입자별","3","농작물은 농지별, 가축은 개별 가축별(축사별 아님), 농업시설물은 보험가입 목적물별로 손해평가를 실시한다.",""
"2021","농어업재해보험법령","46. 농업재해보험 손해평가요령상 종합위험방식 수확감소보장에서 “벼”의 경우, 다음의 조건으로 산정한 보험금은?","1. 10만원","2. 20만원","3. 25만원","4. 45만원","3","피해율 = (보장수확량 - 수확량 - 미보상감수량) / 보장수확량 = (1000 - 500 - 50) / 1000 = 0.45. 보험금 = 보험가입금액 * (피해율 - 자기부담비율) = 100만 * (0.45 - 0.20) = 25만원.",""
"2021","농어업재해보험법령","47. 농업재해보험 손해평가요령에 따른 종합위험방식 상품의 조사내용 중 “재정식 조사”에 해당되는 품목은?","1. 벼","2. 콩","3. 양배추","4. 양파","3","양배추는 피해 발생 시 재정식을 하는 경우 재정식 조사를 실시한다. 벼는 재이양/재직파, 마늘은 재파종 조사를 한다.",""
"2021","농어업재해보험법령","48. 농업재해보험 손해평가요령상 종합위험방식 “마늘”의 재파종 보험금 산정에 관한 내용이다. ( )에 들어갈 내용은? '보험가입금액 × ( ) % × 표준출현피해율'","1. 10","2. 20","3. 25","4. 35","4","마늘 재파종 보험금은 보험가입금액의 35%에 표준출현피해율을 곱하여 산출한다.",""
"2021","농어업재해보험법령","49. 농업재해보험 손해평가요령상 농작물의 품목별ㆍ재해별ㆍ시기별 손해수량 조사방법 중 적과전종합위험방식 “떫은감”에 관한 기술이다. ( )에 들어갈 내용은?","1. ㄱ: 피해사실 확인 조사, ㄴ: 사고접수 후 지체 없이","2. ㄱ: 피해사실 확인 조사, ㄴ: 수확 직전","3. ㄱ: 착과피해조사, ㄴ: 사고접수 후 지체 없이","4. ㄱ: 착과피해조사, ㄴ: 수확 직전","4","적과 후 가을동상해 발생 시 '착과피해조사'를 '수확 직전'에 실시한다.",""
"2021","농어업재해보험법령","50. 농업재해보험 손해평가요령상 가축 및 농업시설물의 보험가액 및 손해액 산정에 관한 설명으로 옳은 것은?","1. 가축에 대한 보험가액은 보험사고가 발생한 때와 곳에서 평가한 보험목적물의 수량에 적용가격을 곱한 후 감가상각액을 차감하여 산정한다.","2. 보험가입당시 보험가입자와 재해보험사업자가 가축에 대한 보험가액 및 손해액 산정 방식을 별도로 정한 경우에는 그 방법에 따른다.","3. 농업시설물에 대한 보험가액은 보험사고가 발생한 때와 곳에서 평가한 재조달가액으로 한다.","4. 농업시설물에 대한 손해액은 보험사고가 발생한 때와 곳에서 산정한 피해목적물 수량에 적용가격을 곱하여 산정한다.","2","보험가입 시 별도 약정한 방식이 있다면 그에 따른다. 1번은 시가 평가 원칙이며 3번은 시설물의 경우 재조달가액 특약이 없으면 시가 평가가 원칙이다.",""
"2021","재배학 및 원예작물학","51. 채소의 식용부위에 따른 분류 중 화채류에 속하는 것은?","1. 양배추","2. 브로콜리","3. 우엉","4. 고추","2","브로콜리와 콜리플라워는 꽃 부분을 식용으로 하는 화채류이다. 양배추는 엽채류, 우엉은 근채류, 고추는 과채류이다.",""
"2021","재배학 및 원예작물학","52. 작물의 건물량을 생산하는데 필요한 수분량을 말하는 요수량이 가장 작은 것은?","1. 호박","2. 기장","3. 완두","4. 오이","2","요수량은 수수, 기장, 옥수수 같은 C4 작물들이 일반적으로 작다.",""
"2021","재배학 및 원예작물학","53. 수분과잉 장해에 관한 설명으로 옳지 않은 것은?","1. 생장이 쇠퇴하며 수량도 감소한다.","2. 건조 후에 수분이 많이 공급되면 열과 등이 나타난다.","3. 뿌리의 활력이 높아진다.","4. 식물이 웃자라게 된다.","3","수분이 과잉되면(습해) 토양 내 산소 부족으로 뿌리의 호흡이 곤란해져 뿌리의 활력이 낮아지고 썩게 된다.",""
"2021","재배학 및 원예작물학","54. 고온 장해에 관한 증상으로 옳지 않은 것은?","1. 발아 불량","2. 품질 저하","3. 착과 불량","4. 추대 지연","4","고온은 일반적으로 추대를 촉진한다. 추대 지연은 저온이나 단일 조건 등에서 나타날 수 있는 현상이다.",""
"2021","재배학 및 원예작물학","55. 다음에서 설명하는 냉해로 올바르게 짝지어진 것은?","1. ㄱ: 지연형 냉해, ㄴ: 장해형 냉해","2. ㄱ: 접촉형 냉해, ㄴ: 감수형 냉해","3. ㄱ: 장해형 냉해, ㄴ: 지연형 냉해","4. ㄱ: 피해형 냉해, ㄴ: 장기형 냉해","3","ㄱ은 생식기관의 분화기 등에 저온을 만나 직접적인 피해를 보는 '장해형 냉해', ㄴ은 저온으로 인해 생육 기간이 길어져 성숙이 늦어지는 '지연형 냉해'이다.",""
"2021","재배학 및 원예작물학","56. C4 작물이 아닌 것은?","1. 보리","2. 사탕수수","3. 수수","4. 옥수수","1","보리는 C3 작물이다. 사탕수수, 수수, 옥수수는 대표적인 C4 작물이다.",""
"2021","재배학 및 원예작물학","57. 작물의 일장형에 관한 설명으로 옳지 않은 것은?","1. 보통 16-18시간의 장일조건에서 개화가 유도, 촉진되는 식물을 장일식물이라고 하며 시금치, 완두, 상추, 양파, 감자 등이 있다.","2. 보통 8-10시간의 단일조건에서 개화가 유도, 촉진되는 식물을 단일식물이라고 하며 가지, 콩, 오이, 호박 등이 있다.","3. 일장의 영향을 받지 않는 식물을 중성식물이라고 하며 토마토, 당근, 강낭콩 등이 있다.","4. 좁은 범위에서만 화성이 유도, 촉진되는 식물을 정일식물 또는 중간식물이라고 한다.","2","가지, 콩, 오이, 호박 등은 일장에 관계없이 개화하는 중성식물(DNP)에 가깝다. 콩은 특히 단일식물로 분류되나 2번 문장의 전체적인 예시 조합이 부적절하다. (최종 정답은 2번과 3번 중복 인정됨)",""
"2021","재배학 및 원예작물학","58. 과수원의 바람 피해에 관한 설명으로 옳지 않은 것은?","1. 강풍은 증산작용을 억제하여 광합성을 촉진한다.","2. 강풍은 매개곤충의 활동을 저하시켜 수분과 수정을 방해한다.","3. 작물의 열을 빼앗아 작물체온을 저하시킨다.","4. 해안지방은 염분 피해를 받을 수 있다.","1","강풍은 기공을 닫게 하거나 기공 저항을 높여 증산작용을 억제하기보다는 오히려 수분 증발을 가속화시키고 광합성을 저해한다.",""
"2021","재배학 및 원예작물학","59. 식물의 필수 원소 중 엽록소의 구성성분으로 다양한 효소반응에 관여하는 것은?","1. 아연(Zn)","2. 몰리브덴(Mo)","3. 칼슘(Ca)","4. 마그네슘(Mg)","4","마그네슘(Mg)은 엽록소 분자의 중심 원소이다.",""
"2021","재배학 및 원예작물학","60. 염류 집적에 대한 대책이 아닌 것은?","1. 흡비작물 재배","2. 무기물 시용","3. 심경과 객토","4. 담수 처리","2","염류가 집적된 경우 무기물(화학비료) 시용은 염류 집적을 심화시킨다. 유기물 시용이 권장된다.",""
"2021","재배학 및 원예작물학","61. 벼의 수발아에 관한 설명으로 옳지 않은 것은?","1. 결실기에 종실이 이삭에 달린 채로 싹이 트는 것을 말한다.","2. 결실기의 벼가 우기에 도복이 되었을 때 자주 발생한다.","3. 조생종이 만생종보다 수발아가 잘 발생한다.","4. 휴면성이 강한 품종이 약한 것보다 수발아가 잘 발생한다.","4","휴면성이 '약한' 품종이 휴면성이 강한 품종보다 수발아가 더 잘 발생한다.",""
"2021","재배학 및 원예작물학","62. 정식기에 가까워지면 묘를 외부환경에 미리 노출시켜 적응시키는 것은?","1. 춘화","2. 동화","3. 이화","4. 경화","4","정식 전 환경에 적응시키기 위해 물을 줄이고 온도를 낮추는 등의 과정을 '경화(Hardening)'라고 한다.",""
"2021","재배학 및 원예작물학","63. 다음이 설명하는 번식 방법으로 올바르게 짝지어진 것은?","1. ㄱ: 삽목, ㄴ: 분주","2. ㄱ: 취목, ㄴ: 삽목","3. ㄱ: 삽목, ㄴ: 접목","4. ㄱ: 접목, ㄴ: 분주","1","ㄱ은 줄기나 잎 등을 꽂는 '삽목(꺾꽂이)', ㄴ은 포기를 나누는 '분주(포기나누기)'이다.",""
"2021","재배학 및 원예작물학","64. 육묘에 관한 설명으로 옳지 않은 것은?","1. 직파에 비해 종자가 절약된다.","2. 토지이용도가 낮아진다.","3. 직파에 비해 발아가 균일하다.","4. 수확기 및 출하기를 앞당길 수 있다.","2","육묘를 하면 좁은 면적에서 집중 관리할 수 있으므로 토지 이용 효율이 높아진다. 2번은 반대로 설명되었다.",""
"2021","재배학 및 원예작물학","65. 한계일장보다 짧을 때 개화하는 식물끼리 올바르게 짝지어진 것은?","1. 국화, 포인세티아","2. 장미, 시클라멘","3. 카네이션, 페튜니아","4. 금잔화, 금어초","1","국화와 포인세티아는 대표적인 단일식물(한계일장보다 짧을 때 개화)이다.",""
"2021","재배학 및 원예작물학","66. 4℃에 저장 시 저온장해가 발생하는 절화류로 짝지어진 것은?","1. 장미, 카네이션","2. 백합, 금어초","3. 극락조화, 안스리움","4. 국화, 글라디올러스","3","극락조화, 안스리움 같은 열대/아열대 원산 절화는 저온(4℃)에서 저온장해를 입기 쉽다.",""
"2021","재배학 및 원예작물학","67. 채소 작물의 온도 적응성에 따른 분류가 같은 것끼리 짝지어진 것은?","1. 가지, 무","2. 고추, 마늘","3. 딸기, 상추","4. 오이, 양파","3","딸기와 상추는 모두 호냉성 채소이다. 1번 가지(호온성)/무(호냉성), 4번 오이(호온성)/양파(호냉성) 등으로 섞여 있다.",""
"2021","재배학 및 원예작물학","68. 저장성을 향상시키기 위한 저장 전 처리에 관한 설명으로 옳지 않은 것은?","1. 수박은 고온기 수확 시 품온이 높아 바로 수송할 경우 부패하기 쉬우므로 예냉을 실시한다.","2. 감자는 수확 시 생긴 상처를 빨리 아물게 하기 위해 큐어링을 실시한다.","3. 마늘은 휴면이 끝나면 싹이 자라 상품성이 저하될 수 있으므로 맹아 억제 처리를 한다.","4. 결구배추는 수분 손실을 줄이기 위해 수확한 후 바로 저장고에 넣어 보관한다.","4","결구배추는 수확 후 겉잎을 제거하고 큐어링(아물이)이나 예냉 과정을 거쳐 저장하며, 바로 저장고에 넣기보다 적절한 예냉이 필요하다. 특히 4번은 일반적인 원예 저장 원리에 비추어 설명이 미흡하다.",""
"2021","재배학 및 원예작물학","69. 식물 분류학적으로 같은 과(科)에 속하지 않는 것은?","1. 배","2. 블루베리","3. 복숭아","4. 복분자","2","배, 복숭아, 복분자는 장미과(Rosaceae)이나, 블루베리는 진달래과(Ericaceae)이다.",""
"2021","재배학 및 원예작물학","70. 멀칭의 목적으로 옳은 것은?","1. 휴면 촉진","2. 단일 촉진","3. 잡초 발생 억제","4. 단위결과 억제","3","멀칭은 잡초 발생 억제, 지온 조절, 수분 유지 등이 주된 목적이다.",""
"2021","재배학 및 원예작물학","71. 물리적 병충해 방제방법을 모두 고른 것은?","1. ㄱ, ㄷ","2. ㄱ, ㄹ","3. ㄴ, ㄷ","4. ㄴ, ㄹ","1","토양 가열(ㄱ)과 증기 소독(ㄷ)은 물리적인 열을 이용한 방제법이다. ㄴ(천적)은 생물적 방제, ㄹ(윤작)은 경종적 방제이다.",""
"2021","재배학 및 원예작물학","72. 과수에서 세균에 의한 병으로만 나열한 것은?","1. 근두암종병, 화상병, 궤양병","2. 근두암종병, 탄저병, 부란병","3. 화상병, 탄저병, 궤양병","4. 화상병, 근두암종병, 부란병","1","근두암종병, 화상병, 궤양병은 모두 세균(Bacteria)에 의해 발생하는 병이다. 탄저병, 부란병은 곰팡이병이다.",""
"2021","재배학 및 원예작물학","73. 다음이 설명하는 온실형은? '처마가 높고 폭이 좁은 양지붕형 온실을 연결한 형태이다. 토마토, 파프리카 등 과채류 재배에 적합하다.'","1. 양쪽지붕형","2. 터널형","3. 벤로형","4. 쓰리쿼터형","3","설명하는 온실은 네덜란드에서 개발된 연동형 온실인 '벤로형(Venlo type)' 온실이다.",""
"2021","재배학 및 원예작물학","74. 다음 피복재 중 투과율이 가장 높은 연질 필름은?","1. 염화비닐(PVC) 필름","2. 불소계수지(ETFE) 필름","3. 에틸렌아세트산비닐(EVA) 필름","4. 폴리에틸렌(PE) 필름","4","일반적으로 광투과율은 폴리에틸렌(PE) 필름이 매우 높고 경제적이다. (ETFE는 경질에 가깝거나 특수 필름임)",""
"2021","재배학 및 원예작물학","75. 담액수경의 특징에 관한 설명으로 옳은 것은?","1. 산소 공급 장치를 설치해야 한다.","2. 베드의 바닥에 일정한 구배를 만들어 양액이 흐르게 해야 한다.","3. 배지로는 펄라이트와 암면 등이 사용된다.","4. 베드를 높이 설치하여 작업효율을 높일 수 있다.","1","담액수경(DFT)은 배양액에 뿌리를 담그는 방식으로, 산소 부족을 방지하기 위해 반드시 산소 공급(폭기) 장치가 필요하다.",""
