기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2025","농어업재해보험법령","41. 농업재해보험 손해평가요령상 재해보험사업자의 손해평가반 구성에 관한 설명으로 옳은 것은?","1. 손해평가반은 10인 이내로 한다.","2. 손해평가반별로 평가일정계획을 수립해야 하는 것은 아니다.","3. 자기와 생계를 같이 하지 않는 친족이 가입한 보험계약에 관한 손해평가에 대하여는 해당자를 손해평가반 구성에서 배제하여야 한다.","4. 직전 손해평가일로부터 30일 이내의 보험가입자간 상호 손해평가에 대하여는 해당자를 손해평가반 구성에서 배제하여야 한다.","4","직전 손해평가일로부터 30일 이내의 상호 손해평가는 배제하여야 합니다.",""
"2025","농어업재해보험법령","42. 농업재해보험 손해평가요령상 손해평가결과 검증에 관한 설명으로 옳은 것은?","1. 농림축산식품부장관은 손해평가결과를 확인하기 위하여 손해평가를 실시한 보험목적물 전부에 대하여 검증조사를 할 수 있다.","2. 농림축산식품부장관은 재해보험사업자로 하여금 손해평가결과 검증조사를 하게 할 수 있다.","3. 손해평가결과 검증조사 이후 재조사를 위한 절차를 두지 않고 있다.","4. 농림축산식품부장관이 검증조사를 실시한 경우 그 결과를 손해평가인에게 통보해야 한다.","2","장관은 재해보험사업자로 하여금 손해평가결과 검증조사를 하게 할 수 있습니다.",""
"2025","농어업재해보험법령","43. 농업재해보험 손해평가요령상 교차손해평가에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은? [재해보험사업자가 교차손해평가를 위해 손해평가반을 구성할 경우에는 교차손해평가 대상 시ㆍ군ㆍ자치구 내에서 손해평가 경력, 타지역 조사 가능여부 등을 고려하여 교차손해평가를 담당하기 위해 선발된 ( ㄱ ) ( ㄴ )인 이상이 포함되어야 한다.]","1. ㄱ: 손해평가사, ㄴ: 1","2. ㄱ: 손해평가사, ㄴ: 2","3. ㄱ: 지역손해평가인, ㄴ: 1","4. ㄱ: 지역손해평가인, ㄴ: 2","3","교차손해평가반에는 지역손해평가인 1인 이상이 포함되어야 합니다.",""
"2025","농어업재해보험법령","44. 농업재해보험 손해평가요령상 보험목적물별 손해평가단위에 관한 설명으로 옳지 않은 것은?","1. 농작물은 농지별로 한다.","2. 벌은 벌통단위로 한다.","3. 농업시설물은 보험가입목적물별로 한다.","4. 농지는 하나의 보험가입금액에 해당하는 토지로서, 개별 필지(지번)가 하나의 농지가 된다.","4","농지는 하나의 보험가입금액에 해당하는 토지가 아니라, '지번과 관계없이 농작물을 재배하는 하나의 경작지' 단위를 말합니다.",""
"2025","농어업재해보험법령","45. 농업재해보험 손해평가요령상 종합위험방식 이앙ㆍ직파불능 보장에서 “벼”이고 보험가입금액이 100만원인 경우, 산정한 보험금은?","1. 10만원","2. 15만원","3. 20만원","4. 25만원","2","이앙ㆍ직파불능 보험금은 보험가입금액의 15%를 지급합니다. 100만원 * 15% = 15만원입니다.",""
"2025","농어업재해보험법령","46. 농업재해보험 손해평가요령상 종합위험방식 나무손해 보장의 경우, 다음의 조건으로 산정한 보험금은? [보험가입금액: 100만원, 자기부담비율: 20%, 피해주수(고사된 나무): 50그루, 실제결과주수: 100그루]","1. 10만원","2. 15만원","3. 20만원","4. 30만원","4","피해율 = 50 / 100 = 50%. 보험금 = 보험가입금액 * (피해율 - 자기부담비율) = 100만 * (0.5 - 0.2) = 30만원입니다.",""
"2025","농어업재해보험법령","47. 농업재해보험 손해평가요령 “[별표 1] 농작물의 보험금 산정”의 일부이다. ( )에 들어갈 내용으로 옳은 것은? [구분: 종합위험방식 / 보장범위: 과실손해 추가보장 / 산정내용: 보험가입금액 × ( ) × 10%]","1. 결과지피해율","2. 자기부담비율","3. 면적피해율","4. 주계약피해율","4","감귤 과실손해 추가보장 보험금 산정 시 주계약피해율을 사용합니다.",""
"2025","농어업재해보험법령","48. 농업재해보험 손해평가요령 “[별표 2] 농작물의 품목별ㆍ재해별ㆍ시기별 손해수량 조사방법”의 일부이다. ( )에 들어갈 내용으로 옳은 것은? [생육시기: 적과 후 / 조사내용: 적과 후 착과수 조사 / 조사시기: ( ) / 조사방법: 표본조사]","1. 적과 종료 후","2. 수확 직전","3. 사고접수 후 지체 없이","4. 피해 확인이 가능한 시기","1","적과 후 착과수 조사는 통상 적과 종료 후에 실시합니다.",""
"2025","농어업재해보험법령","49. 농업재해보험 손해평가요령의 재검토기한에 관한 규정이다. ( )에 공통으로 들어갈 숫자는? [농림축산식품부장관은 이 고시에 대하여 2024년 1월 1일 기준으로 매 ( )년이 되는 시점(매 ( )년째의 12월 31일까지를 말한다)마다 그 타당성을 검토하여 개선 등의 조치를 하여야 한다.]","1. 2","2. 3","3. 4","4. 5","2","행정규칙의 재검토기한은 통상 3년으로 설정됩니다.",""
"2025","농어업재해보험법령","50. 농업재해보험 손해평가요령상 가축의 보험가액 및 손해액 산정에 관한 설명으로 옳은 것을 모두 고른 것은? ㄱ. 가축에 대한 보험가액은 보험사고가 발생한 때와 곳에서 평가한 보험목적물의 수량에 적용가격을 곱하여 산정한다. ㄴ. 가축에 대한 손해액은 보험사고가 발생한 때와 곳에서 폐사 등 피해를 입은 보험목적물의 수량에 적용가격을 곱하여 산정한다. ㄷ. 보험가입당시 보험가액 및 손해액 산정방식에 대해서는 보험가입자와 재해보험사업자가 별도로 정할 수 없다.","1. ㄱ","2. ㄱ, ㄴ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","2","ㄱ, ㄴ은 맞으며, ㄷ의 경우 당사자 간의 약정으로 별도로 정할 수 있는 경우가 있으므로 틀립니다.",""
"2025","재배학 및 원예작물학","51. 식물분류학에서 과명(family name)과 과수작물이 올바르게 연결되지 않은 것은?","1. 녹나무과 - 아보카도","2. 장미과 - 서양배","3. 참나무과 - 밤","4. 진달래과 - 망고","4","망고는 옻나무과에 속합니다. 진달래과에는 블루베리 등이 속합니다.",""
"2025","재배학 및 원예작물학","52. 상토로 사용되는 유기질 재료를 모두 고른 것은? ㄱ. 수태 ㄴ. 펄라이트 ㄷ. 피트모스 ㄹ. 버미큘라이트","1. ㄱ, ㄷ","2. ㄱ, ㄹ","3. ㄴ, ㄷ","4. ㄴ, ㄹ","1","수태와 피트모스는 유기질 재료이며, 펄라이트와 버미큘라이트는 무기질(광물) 재료입니다.",""
"2025","재배학 및 원예작물학","53. 시설 내 염류집적에 관한 대책을 올바르게 나열한 것은?","1. 심경, 객토","2. 양분흡수 억제, 다비 재배","3. 흡비작물 재배, 표면 관수","4. 담수 처리, 강우 차단","1","심경(깊이갈이)과 객토는 염류 농도를 낮추는 대표적인 물리적 대책입니다.",""
"2025","재배학 및 원예작물학","54. 미세한 종자를 파종한 파종상이나 화분의 배수공을 통하여 물이 스며 올라가도록 하는 관수방법은?","1. 고랑관수","2. 분수관수","3. 점적관수","4. 저면관수","4","모세관 현상을 이용하여 밑에서 위로 물을 공급하는 방식은 저면관수입니다.",""
"2025","재배학 및 원예작물학","55. 식물의 고온장해에 관한 설명으로 옳지 않은 것은?","1. 온도가 높으면 상대습도가 높아져서 증산과 증발이 모두 많아 토양수분 부족으로 작물이 한발의 피해를 받기 쉽다.","2. 고온에서 물질이 분해될 때 암모니아에 의해 장해를 받을 수 있다.","3. 고온에서 당이 축적되지 않아 과실과 채소는 단맛이 없어지고 생육이 억제된다.","4. 고온에서 세포막 지방의 유동성이 커진다.","1","온도가 높으면 통상 상대습도는 낮아지며, 이로 인해 증산이 촉진되어 수분 부족이 발생합니다.",""
"2025","재배학 및 원예작물학","56. 온도 적응성에 따라 원예작물을 구분할 때 호온성 작물과 호랭성 작물로 올바르게 연결된 것은?","1. 가지 - 장미","2. 고추 - 국화","3. 복숭아 - 백합","4. 상추 - 사과","2","고추는 대표적인 호온성 작물이며, 국화는 비교적 서늘한 기후를 좋아하는 호랭성 작물입니다.",""
"2025","재배학 및 원예작물학","57. 다음이 설명하는 식물호르몬은? ○ 수분스트레스에 대한 방어기능을 조절한다. ○ 기공폐쇄에 중요한 역할을 한다. ○ 휴면유도와 탈리를 촉진한다.","1. 옥신(auxin)","2. 시토키닌(cytokinin)","3. 아브시스산(abscisic acid)","4. 에틸렌(ethylene)","3","아브시스산(ABA)은 스트레스 호르몬으로 기공 폐쇄와 휴면 유도를 담당합니다.",""
"2025","재배학 및 원예작물학","58. 식물 생육과 광질에 관한 설명으로 옳지 않은 것은?","1. 청색광은 카르티노이드계의 색소 생성을 촉진한다.","2. 자외선은 신장을 억제하고 엽육을 두껍게 한다.","3. 청색광은 광합성․광주기성을 주도한다.","4. 자외선은 안토시아닌계 색소의 발현을 촉진한다.","3","광합성에 가장 효과적인 광은 적색광이며, 청색광도 기여하나 주도는 적색광입니다.",""
"2025","재배학 및 원예작물학","59. 풍해에 관한 설명으로 옳지 않은 것은?","1. 작물의 도장을 유발한다.","2. 작물의 낙과를 발생시킨다.","3. 작물의 도복 피해가 일어난다.","4. 벼의 청미, 변색미 발생을 증가시킨다.","1","강한 바람은 식물의 마디 사이를 짧게 하여 신장을 억제하며, 도장(웃자람)은 광부족 시 발생합니다.",""
"2025","재배학 및 원예작물학","60. A지역의 사과농가는 국지적으로 피해를 받아 과실에 상처가 나고 멍들어 정상적인 판매를 하지 못하였다. 이러한 피해증상의 원인은?","1. 저온","2. 염분","3. 우박","4. 황사","3","과실에 상처를 입히고 타박상을 주는 국지적 기상 재해는 우박입니다.",""
"2025","재배학 및 원예작물학","61. 종자의 수명을 연장하는 방법으로 옳지 않은 것은?","1. 저온에서 저장한다.","2. 산소를 공급한다.","3. 흡습을 방지한다.","4. 종자를 건조시킨다.","2","종자 저장 시 산소 농도를 낮추는 것이 호흡을 억제하여 수명 연장에 유리합니다.",""
"2025","재배학 및 원예작물학","62. 자라고 있는 곳에서 다른 곳으로 옮겨 심는 방법은?","1. 경화","2. 왜화","3. 배토","4. 이식","4","식물을 원래의 장소에서 다른 곳으로 옮겨 심는 것을 이식이라고 합니다.",""
"2025","재배학 및 원예작물학","63. 인경으로 번식하는 작물을 모두 고른 것은? ㄱ. 백합 ㄴ. 마늘 ㄷ. 칸나 ㄹ. 감자","1. ㄱ, ㄴ","2. ㄱ, ㄹ","3. ㄴ, ㄷ","4. ㄷ, ㄹ","1","백합과 마늘은 비늘줄기(인경)이며, 칸나는 근경, 감자는 괴경입니다.",""
"2025","재배학 및 원예작물학","64. 무균상태에서 인공배지에 배양하여 다량의 식물을 생산하는 번식방법은?","1. 취목","2. 숙지삽","3. 엽병삽","4. 조직배양","4","인공배지와 무균 조건을 이용하는 배양 방식은 조직배양입니다.",""
"2025","재배학 및 원예작물학","65. 식물의 필수원소에 관한 설명으로 옳지 않은 것은?","1. 다량원소는 결핍현상이 쉽게 나타나므로 추가적으로 공급해야 한다.","2. 토양 중에서는 N, P, K를 비료의 3요소라 한다.","3. 질소는 질산태질소와 암모니아태질소로 식물에 흡수된다.","4. 다량원소에는 C, H, O, N, S, P, K, Ca, Mg, Fe가 있다.","2","비료의 3요소는 N, P, K입니다. 토양 전체의 성분 구성과는 구분됩니다.",""
"2025","재배학 및 원예작물학","66. 과수 화상병의 병원균은?","1. 진균","2. 세균","3. 바이러스","4. 바이로이드","2","과수 화상병은 세균(Bacteria)에 의해 발생하는 병입니다.",""
"2025","재배학 및 원예작물학","67. 저온춘화형 채소작물 중 녹식물춘화형에 속하는 것을 올바르게 나열한 것은?","1. 양배추, 양파","2. 상추, 배추","3. 브로콜리, 부추","4. 무, 순무","1","양배추와 양파는 일정한 크기 이상의 식물체 상태에서 저온을 받아야 화아분화가 일어나는 녹식물춘화형입니다.",""
"2025","재배학 및 원예작물학","68. 생리적 성숙 시 수확하는 채소류가 아닌 것은?","1. 토마토","2. 브로콜리","3. 수박","4. 딸기","2","브로콜리는 꽃봉오리가 발달하기 전인 원예적 성숙기에 수확합니다.",""
"2025","재배학 및 원예작물학","69. 다음이 설명하는 과수의 가지 관리방법은? ○ 신초의 생장을 일시적으로 억제하여 착과율을 높인다. ○ 그해에 새 가지를 분지시켜 원가지나 곁가지를 구성시킨다. ○ 웃자람을 방지하기 위해서 실시한다.","1. 환상박피","2. 순지르기","3. 가지유인","4. 가지비틀기","2","자라고 있는 가지의 끝부분을 제거하여 생장을 억제하고 분지를 유도하는 것은 순지르기입니다.",""
"2025","재배학 및 원예작물학","70. 호광성 식물을 저광도에서 재배할 경우 나타나는 현상으로 옳지 않은 것은?","1. 줄기의 마디 사이가 길어진다.","2. 잎이 넓어지고 얇아진다.","3. 단위면적당 잎의 수가 증가한다.","4. 줄기가 가늘어진다.","3","저광도에서는 광합성 효율이 떨어져 잎의 크기는 커질 수 있으나 전체적인 잎의 수는 감소합니다.",""
"2025","재배학 및 원예작물학","71. 작물의 수확 후 주요 생리에 관한 설명으로 옳은 것은?","1. 에틸렌은 고체 상태로 원예작물의 성숙과 숙성과정을 촉진하는 호르몬이다.","2. 증산작용을 억제하려면 원예산물과 대기와의 수증기압포차를 증가시켜야 한다.","3. 성숙과정 양상 중 호흡비급등형 과실에는 포도와 가지가 있다.","4. 호흡에 의한 호흡열은 주위의 온도를 높여 대사 작용을 가속화시키고 저장 중 냉각 부하를 저하시킨다.","3","포도와 가지는 수확 후 호흡량이 급격히 증가하지 않는 호흡비급등형 과실입니다.",""
"2025","재배학 및 원예작물학","72. 절화수명이 저온에서 연장되는 원리에 관한 설명으로 옳지 않은 것은?","1. 곰팡이병 발생 억제로 관상가치 유지","2. 증산 억제로 수분 균형 유지","3. 호르몬 생합성 촉진으로 노화 억제","4. 호흡 억제로 저장양분 소모 감소","3","저온은 호르몬 생합성과 대사 작용을 억제하여 노화를 늦춥니다.",""
"2025","재배학 및 원예작물학","73. 다음 두 가지 온실 냉방법의 냉각 원리는? ㄱ. 팬앤드패드(fan & pad) 방법 ㄴ. 팬앤드포그(fan & fog) 방법","1. ㄱ: 응축냉각, ㄴ: 기화냉각","2. ㄱ: 기화냉각, ㄴ: 응축냉각","3. ㄱ: 응축냉각, ㄴ: 응축냉각","4. ㄱ: 기화냉각, ㄴ: 기화냉각","4","두 방식 모두 물이 증발할 때 주변 열을 흡수하는 기화냉각 원리를 이용합니다.",""
"2025","재배학 및 원예작물학","74. 벤로형(Venlo) 온실에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은? [벤로형 온실은 서까래의 간격이 넓어지기 때문에 골조가 적게 들어 ( ㄱ )이 감소한다. 이에 따라 온실의 ( ㄴ )이 증가한다.]","1. ㄱ: 골조율, ㄴ: 산란율","2. ㄱ: 골조율, ㄴ: 투광률","3. ㄱ: 투광률, ㄴ: 골조율","4. ㄱ: 투광률, ㄴ: 산란율","2","골조가 적어지면 빛을 가리는 면적이 줄어들어 골조율이 감소하고 투광률이 높아집니다.",""
"2025","재배학 및 원예작물학","75. 시설원예용 인공조명 중 고압나트륨등에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은? [식물 재배에 고압나트륨등을 단독 사용하면 500 nm 이하의 ( ㄱ )이 적기 때문에 ( ㄴ )될 가능성이 있다. 하지만 일반 온실의 보광용으로는 단독 사용해도 문제가 없다.]","1. ㄱ: 청색광, ㄴ: 왜화","2. ㄱ: 원적색광, ㄴ: 도장","3. ㄱ: 청색광, ㄴ: 도장","4. ㄱ: 원적색광, ㄴ: 왜화","3","고압나트륨등은 청색광이 부족하여 단독 사용 시 줄기가 비정상적으로 길어지는 도장 현상이 발생할 수 있습니다.",""
